,DebugRVA,DebugSize,Dll,ExportRVA,ExportSize,IATRVA,ImageVersion,LinkerVersion,NumberOfSections,OSVersion,ResSize,StackReserveSize,filename,clean
sample2285,46952,56,320,5144,357,4096,6,9,4,6,968,262144,samples/cleanfiles/ncobjapi.dll,1
sample2286,4784,28,320,103664,182,4096,6,9,4,6,1600,262144,samples/cleanfiles/CscMig.dll,1
sample2287,4624,28,320,107920,154,4096,6,9,4,6,4544,262144,samples/cleanfiles/wlgpclnt.dll,1
sample2288,8096,56,320,0,0,4096,6,9,4,6,1032,262144,samples/cleanfiles/riched32.dll,1
sample2289,135748,56,320,131924,168,4096,6,9,4,6,6624,262144,samples/cleanfiles/wecsvc.dll,1
sample229,0,0,1344,0,0,0,6,9,1,6,11722136,262144,samples/cleanfiles/NlsLexicons0001.dll,1
sample2290,4176,28,16704,25136,103,32768,6,11,5,6,2232,262144,samples/cleanfiles/iernonce.dll,1
sample2291,4416,28,320,17760,116,4096,6,9,4,6,1312,262144,samples/cleanfiles/serwvdrv.dll,1
sample2292,2556048,56,320,6836,125,4096,6,9,5,6,69440,262144,samples/cleanfiles/UIRibbon.dll,1
sample2293,4480,28,320,41104,126,4096,6,9,4,6,12104,262144,samples/cleanfiles/l2nacp.dll,1
sample2294,4512,28,33088,0,0,4096,6,9,4,6,2008,262144,samples/cleanfiles/msg.exe,1
sample2295,5088,28,320,203040,192,4096,6,9,4,6,14816,262144,samples/cleanfiles/netdiagfx.dll,1
sample2296,697060,56,320,31328,5998,4096,6,9,4,6,4192,262144,samples/cleanfiles/inetcomm.dll,1
sample2297,5824,28,320,151024,215,4096,6,9,4,6,83984,262144,samples/cleanfiles/scansetting.dll,1
sample2298,232132,56,320,5928,657,4096,6,9,4,6,6112,262144,samples/cleanfiles/msv1_0.dll,1
sample2299,4640,28,320,59280,222,4096,6,9,5,6,48048,262144,samples/cleanfiles/PortableDeviceClassExtension.dll,1
sample23,147944,56,320,14184,3852,4096,6,9,4,6,1032,262144,samples/cleanfiles/imagehlp.dll,1
sample230,40136,56,320,5644,114,4096,6,9,4,6,1620432,262144,samples/cleanfiles/networkexplorer.dll,1
sample2300,4496,28,33088,0,0,4096,6,9,4,6,2080,262144,samples/cleanfiles/netiougc.exe,1
sample2301,4832,28,320,114704,251,4096,6,9,4,6,4040,262144,samples/cleanfiles/dinput.dll,1
sample2302,5392,28,320,406976,1211,4096,6,9,4,6,321928,262144,samples/cleanfiles/azroles.dll,1
sample2303,4240,28,320,8800,112,4096,6,9,4,6,1000,262144,samples/cleanfiles/RpcDiag.dll,1
sample2304,4128,28,320,138064,110,143776,6,10,5,6,41576,262144,samples/cleanfiles/UIAnimation.dll,1
sample2305,4656,28,320,36080,1133,4096,6,9,4,6,2168,262144,samples/cleanfiles/mssign32.dll,1
sample2306,4592,28,33088,0,0,4096,6,9,4,6,3336,262144,samples/cleanfiles/nslookup.exe,1
sample2307,532216,56,320,70636,476,4096,6,9,4,6,38936,262144,samples/cleanfiles/gpsvc.dll,1
sample2309,4416,28,320,16208,106,4096,6,9,4,6,28288,262144,samples/cleanfiles/deskmon.dll,1
sample231,4432,28,33088,0,0,4096,6,9,4,6,2024,262144,samples/cleanfiles/sxstrace.exe,1
sample2310,27076,56,320,24428,676,4096,6,9,4,6,1064,262144,samples/cleanfiles/olesvr32.dll,1
sample2311,4288,28,320,10944,119,4096,6,9,4,6,1088,262144,samples/cleanfiles/CHxReadingStringIME.dll,1
sample2312,4432,28,33088,0,0,4096,6,9,5,6,2040,262144,samples/cleanfiles/fixmapi.exe,1
sample2313,5536,28,320,683600,163,4096,6,9,4,6,101456,262144,samples/cleanfiles/wlansvc.dll,1
sample2314,4448,28,320,29552,220,4096,6,9,5,6,1032,262144,samples/cleanfiles/lltdapi.dll,1
sample2315,4544,28,320,53600,416,4096,6,9,4,6,1040,262144,samples/cleanfiles/drtprov.dll,1
sample2316,159220,56,320,20164,685,4096,6,9,4,6,1320,262144,samples/cleanfiles/ubpm.dll,1
sample2317,196896,28,1024,0,0,196608,6,9,6,6,1096,262144,samples/cleanfiles/rdpdd.dll,1
sample2318,60224,56,320,8652,73,4096,6,9,4,6,1296,262144,samples/cleanfiles/pnrpnsp.dll,1
sample2319,5072,28,320,417696,162,4096,6,9,4,6,68928,262144,samples/cleanfiles/qedit.dll,1
sample232,4144,28,320,193840,175,205340,6,10,5,6,1088,262144,samples/cleanfiles/WindowsCodecsExt.dll,1
sample2320,4560,28,320,40896,194,4096,6,9,4,6,1312,262144,samples/cleanfiles/dispci.dll,1
sample2321,13824,56,320,11552,70,4096,6,9,4,6,1016,262144,samples/cleanfiles/netbios.dll,1
sample2322,4400,28,320,15600,171,4096,6,9,4,6,1296,262144,samples/cleanfiles/kernelceip.dll,1
sample2323,12740,56,33088,0,0,4096,6,9,4,6,2032,262144,samples/cleanfiles/find.exe,1
sample2324,41300,56,320,10588,202,4096,6,9,4,6,6136,262144,samples/cleanfiles/Sens.dll,1
sample2325,4896,28,320,261056,163,4096,6,9,4,6,8296,262144,samples/cleanfiles/wmpdxm.dll,1
sample2326,5920,28,320,762736,216,4096,6,9,4,6,107160,262144,samples/cleanfiles/sdengin2.dll,1
sample2327,5824,28,320,513936,2646,4096,6,9,4,6,30376,262144,samples/cleanfiles/gpprefcl.dll,1
sample2328,4368,28,1344,43328,164,4096,6,9,4,6,1312,262144,samples/cleanfiles/g711codc.ax,1
sample2329,4720,28,33088,0,0,4096,6,9,4,6,2056,262144,samples/cleanfiles/PnPUnattend.exe,1
sample233,4496,28,33088,0,0,4096,6,9,4,6,2160,262144,samples/cleanfiles/manage-bde.exe,1
sample2330,4528,28,320,32016,101,4096,6,9,4,6,1288,262144,samples/cleanfiles/tsgqec.dll,1
sample2331,4912,28,320,150896,438,4096,1,9,4,6,11896,262144,samples/cleanfiles/iasrad.dll,1
sample2332,4528,28,320,1957792,79,4096,6,9,4,6,1088,262144,samples/cleanfiles/NlsData001a.dll,1
sample2333,4560,28,33088,0,0,4096,6,9,4,6,2024,262144,samples/cleanfiles/replace.exe,1
sample2334,4256,28,320,10752,191,4096,6,9,5,6,1032,262144,samples/cleanfiles/wksprtPS.dll,1
sample2335,4800,28,320,149056,137,4096,6,9,4,6,5656,262144,samples/cleanfiles/provsvc.dll,1
sample2336,5344,28,320,185264,107,4096,6,9,4,6,1950032,262144,samples/cleanfiles/themecpl.dll,1
sample2337,0,0,1344,0,0,0,6,9,1,6,7963816,262144,samples/cleanfiles/NlsLexicons0024.dll,1
sample2338,0,0,1344,0,0,0,6,9,1,6,53160,262144,samples/cleanfiles/vmicres.dll,1
sample2339,4096,28,1344,4304,404,0,6,9,3,6,1008,262144,samples/cleanfiles/api-ms-win-core-namedpipe-l1-1-0.dll,1
sample234,4208,28,320,7072,51,4096,6,9,4,6,6720,262144,samples/cleanfiles/spcmsg.dll,1
sample2340,153524,56,320,12920,85,4096,6,9,4,6,23744,262144,samples/cleanfiles/WSDMon.dll,1
sample2341,71780,56,320,16624,109,4096,6,9,4,6,1312,262144,samples/cleanfiles/trkwks.dll,1
sample2342,4448,28,320,23776,609,4096,6,9,5,6,3784,262144,samples/cleanfiles/odbcconf.dll,1
sample2343,5568,28,33088,427520,8970,4096,6,9,4,6,2528,262144,samples/cleanfiles/vds.exe,1
sample2344,4544,28,320,286624,115,4096,0,8,4,4,904,1048576,samples/cleanfiles/msrd2x40.dll,1
sample2345,6784,28,1344,6688,81,0,6,9,3,6,1040,262144,samples/cleanfiles/KBDUGHR.DLL,1
sample2346,4400,28,33088,0,0,4096,6,9,4,6,70768,262144,samples/cleanfiles/MigAutoPlay.exe,1
sample2347,4384,28,320,16224,160,4096,6,9,4,6,6736,262144,samples/cleanfiles/pots.dll,1
sample2348,196228,56,320,6328,786,4096,6,9,5,6,21712,262144,samples/cleanfiles/oleacc.dll,1
sample2349,4256,28,320,8880,100,4096,6,9,4,6,1000,262144,samples/cleanfiles/iscsied.dll,1
sample235,4512,28,33088,0,0,4096,6,9,4,6,2040,262144,samples/cleanfiles/choice.exe,1
sample2350,4528,28,320,1957792,79,4096,6,9,4,6,1088,262144,samples/cleanfiles/NlsData0024.dll,1
sample2351,4096,28,320,12464,55,20620,6,10,5,6,11120,262144,samples/cleanfiles/vfntlmless.dll,1
sample2352,4832,28,320,195312,3758,4096,6,9,4,6,2000,262144,samples/cleanfiles/P2P.dll,1
sample2353,0,0,1344,0,0,0,6,9,1,6,1296584,262144,samples/cleanfiles/comres.dll,1
sample2354,4384,28,320,20736,165,4096,6,9,4,6,274520,262144,samples/cleanfiles/AuthFWGP.dll,1
sample2355,4288,28,320,100560,202,4096,6,9,4,6,1048,262144,samples/cleanfiles/SSShim.dll,1
sample2356,241840,56,33088,0,0,4096,6,9,4,6,20432,262144,samples/cleanfiles/winlogon.exe,1
sample2357,4400,28,320,37936,167,4096,6,9,4,6,1072,262144,samples/cleanfiles/bitsigd.dll,1
sample2358,4416,28,320,210080,586,4096,6,9,4,6,2224,262144,samples/cleanfiles/drt.dll,1
sample2359,189748,56,320,13532,796,4096,6,9,4,6,211080,262144,samples/cleanfiles/devmgr.dll,1
sample236,143324,56,320,15912,603,4096,6,9,4,6,1320,262144,samples/cleanfiles/appmgmts.dll,1
sample2360,5824,28,33088,0,0,4096,6,9,4,6,150136,262144,samples/cleanfiles/msinfo32.exe,1
sample2361,4224,28,320,9280,92,4096,6,9,4,6,1024,262144,samples/cleanfiles/odbc32gt.dll,1
sample2362,4752,28,320,60832,184,4096,6,9,4,6,3912,262144,samples/cleanfiles/igdDiag.dll,1
sample2363,6992,28,1344,6896,82,0,6,9,3,6,1056,262144,samples/cleanfiles/kbdgeoer.dll,1
sample2364,4560,28,320,35456,78,4096,6,9,4,6,1888,262144,samples/cleanfiles/FXSEXT32.dll,1
sample2365,36812,56,320,7628,678,4096,6,9,4,6,1008,262144,samples/cleanfiles/ssdpapi.dll,1
sample2366,4416,28,33088,0,0,4096,6,9,4,6,2096,262144,samples/cleanfiles/change.exe,1
sample2367,125796,56,320,123544,189,4096,6,9,6,6,1064,262144,samples/cleanfiles/VIDRESZR.DLL,1
sample2368,7536,28,1344,7456,80,0,6,9,3,6,1032,262144,samples/cleanfiles/KBDGR1.DLL,1
sample2369,4368,28,320,142064,82,4096,6,9,4,6,4072,262144,samples/cleanfiles/sperror.dll,1
sample237,4448,28,33088,0,0,4096,6,9,4,6,1752,262144,samples/cleanfiles/wsmprovhost.exe,1
sample2370,119104,28,1024,0,0,118784,6,9,6,6,1104,262144,samples/cleanfiles/rdpudd.dll,1
sample2371,7248,28,1344,7168,80,0,6,9,3,6,1032,262144,samples/cleanfiles/KBDLV1.DLL,1
sample2372,352976,28,448,1167632,25753,352256,500,10,5,4,904,1048576,samples/cleanfiles/VBoxOGLcrutil.dll,1
sample2373,4576,28,320,39088,5298,4096,6,9,4,6,1312,262144,samples/cleanfiles/cmutil.dll,1
sample2374,4688,28,33088,0,0,4096,6,9,4,6,2056,262144,samples/cleanfiles/takeown.exe,1
sample2375,4928,28,33088,0,0,4096,6,9,4,6,2216,262144,samples/cleanfiles/wbadmin.exe,1
sample2376,4720,28,33088,0,0,4096,6,9,4,6,1280,262144,samples/cleanfiles/aitagent.exe,1
sample2377,5456,28,33088,0,0,4096,6,9,4,6,3304,262144,samples/cleanfiles/certreq.exe,1
sample2378,35376,56,320,13212,96,4096,6,9,4,6,1312,262144,samples/cleanfiles/mmcss.dll,1
sample2379,0,0,1344,0,0,0,6,9,1,6,1280,262144,samples/cleanfiles/mctres.dll,1
sample238,93228,56,320,15500,165,4096,6,9,4,6,6880,262144,samples/cleanfiles/wmpshell.dll,1
sample2380,8232,56,1344,4164,468,4096,6,9,4,6,1304,262144,samples/cleanfiles/wship6.dll,1
sample2381,4384,28,320,17200,5361,4096,6,9,4,6,1056,262144,samples/cleanfiles/bdeui.dll,1
sample2382,4432,28,33088,0,0,4096,6,9,4,6,71496,262144,samples/cleanfiles/MdRes.exe,1
sample2383,4480,28,320,50800,4629,4096,6,9,4,6,23392,262144,samples/cleanfiles/dhcpsapi.dll,1
sample2384,5024,28,320,198016,165,4096,6,9,4,6,8640,262144,samples/cleanfiles/mscandui.dll,1
sample2385,100172,56,320,4668,8765,4096,6,9,4,6,1288,262144,samples/cleanfiles/IPHLPAPI.DLL,1
sample2386,313404,56,320,306896,1261,4096,6,9,4,6,1016,262144,samples/cleanfiles/P2PGraph.dll,1
sample2387,77652,56,320,13196,73,4096,6,9,4,6,14712,262144,samples/cleanfiles/eapsvc.dll,1
sample2388,40420,56,320,37328,446,4096,6,9,4,6,1032,262144,samples/cleanfiles/browcli.dll,1
sample2389,4544,28,320,418752,1224,4096,6,9,4,6,1032,262144,samples/cleanfiles/FXSTIFF.dll,1
sample239,4368,28,320,12512,337,4096,6,9,4,6,1032,262144,samples/cleanfiles/vmbuspipe.dll,1
sample2390,4448,28,33088,0,0,4096,6,9,4,6,162376,262144,samples/cleanfiles/hwrreg.exe,1
sample2391,4848,28,320,94048,164,4096,6,9,4,6,138376,262144,samples/cleanfiles/ppcsnap.dll,1
sample2392,5072,28,33088,0,0,4096,6,9,4,6,2056,262144,samples/cleanfiles/logman.exe,1
sample2393,4096,28,1344,4352,1459,0,6,9,3,6,1008,262144,samples/cleanfiles/api-ms-win-core-processthreads-l1-1-0.dll,1
sample2394,4544,28,33088,0,0,4096,6,9,4,6,1360,262144,samples/cleanfiles/AtBroker.exe,1
sample2395,4528,28,320,3093680,79,4096,6,9,4,6,1088,262144,samples/cleanfiles/NlsData004e.dll,1
sample2396,4224,28,320,221472,90,4096,6,9,4,6,1040,262144,samples/cleanfiles/C_G18030.DLL,1
sample2397,4784,28,33088,0,0,4096,6,9,4,6,249144,262144,samples/cleanfiles/WindowsAnytimeUpgradeResults.exe,1
sample2398,4384,28,320,66064,110,4096,6,9,4,6,1280,262144,samples/cleanfiles/asycfilt.dll,1
sample2399,5264,28,320,172528,410,4096,6,9,5,6,132720,262144,samples/cleanfiles/Faultrep.dll,1
sample24,5024,28,320,110016,150,4096,6,9,4,6,1296,262144,samples/cleanfiles/iscsiexe.dll,1
sample240,226252,56,320,6992,162,4096,6,9,5,6,428400,262144,samples/cleanfiles/mssvp.dll,1
sample2400,4560,28,33088,0,0,4096,6,9,4,6,2048,262144,samples/cleanfiles/qprocess.exe,1
sample2401,7056,28,1344,6928,113,0,6,9,3,6,1048,262144,samples/cleanfiles/kbd101c.dll,1
sample2402,6064,28,320,290784,165,4096,6,9,4,6,432056,262144,samples/cleanfiles/ipsecsnp.dll,1
sample2403,14336,56,320,830576,176,16384,21315,9,5,6,1040,262144,samples/cleanfiles/sppobjs.dll,1
sample2404,4320,28,320,14800,144,4096,6,9,4,6,4944,262144,samples/cleanfiles/iyuv_32.dll,1
sample2405,830648,56,320,13172,165,4096,6,9,4,6,59944,262144,samples/cleanfiles/WMNetMgr.dll,1
sample2406,4736,28,33088,0,0,4096,6,9,4,6,2160,262144,samples/cleanfiles/vssadmin.exe,1
sample2407,0,0,1344,0,0,0,6,9,1,6,4044840,262144,samples/cleanfiles/NlsLexicons003e.dll,1
sample2409,5264,28,320,116112,111,4096,6,9,5,6,620536,262144,samples/cleanfiles/ActionCenter.dll,1
sample241,434288,28,320,437392,101,434176,6,9,6,6,1672,262144,samples/cleanfiles/d3dramp.dll,1
sample2410,4544,28,320,40592,169,4096,6,9,4,6,46984,262144,samples/cleanfiles/wiascanprofiles.dll,1
sample2411,4224,28,320,7520,84,4096,6,9,4,6,1016,262144,samples/cleanfiles/aecache.dll,1
sample2412,102864,28,0,0,0,102400,6,9,6,6,1008,262144,samples/cleanfiles/cdd.dll,1
sample2413,230292,56,16704,8792,543,249856,6,11,5,6,34504,262144,samples/cleanfiles/dxtrans.dll,1
sample2414,7856,28,1344,7744,112,0,6,9,3,6,1048,262144,samples/cleanfiles/kbdnec.dll,1
sample2415,4208,28,320,7632,74,4096,6,9,4,6,1040,262144,samples/cleanfiles/odtext32.dll,1
sample2416,135544,56,320,15360,375,4096,6,9,4,6,13024,262144,samples/cleanfiles/ncsi.dll,1
sample2417,4544,28,320,47680,119,4096,6,9,4,6,3672,262144,samples/cleanfiles/AuditPolicyGPInterop.dll,1
sample2418,4432,28,320,25408,76,4096,6,9,4,6,1280,262144,samples/cleanfiles/nshhttp.dll,1
sample2419,4688,28,33088,0,0,4096,6,9,4,6,1768,262144,samples/cleanfiles/dispdiag.exe,1
sample242,335088,56,320,128232,17330,4096,6,9,4,6,3488,262144,samples/cleanfiles/shlwapi.dll,1
sample2420,4352,28,33088,0,0,4096,6,9,4,6,18064,262144,samples/cleanfiles/Netplwiz.exe,1
sample2421,4608,28,320,194432,164,4096,6,9,4,6,4264,262144,samples/cleanfiles/wavemsp.dll,1
sample2423,7360,28,1344,7280,79,0,6,9,3,6,1016,262144,samples/cleanfiles/KBDBR.DLL,1
sample2424,4384,28,33088,0,0,4096,6,9,4,6,1968,262144,samples/cleanfiles/efsui.exe,1
sample2425,0,0,1344,0,0,0,6,9,1,6,145656,262144,samples/cleanfiles/msaudite.dll,1
sample2426,4688,28,320,134400,176,4096,6,9,5,6,54568,262144,samples/cleanfiles/PortableDeviceWMDRM.dll,1
sample2427,4528,28,320,42624,107,4096,6,9,4,6,1480,262144,samples/cleanfiles/rasmbmgr.dll,1
sample2428,5344,28,320,90800,199,4096,6,9,5,6,122840,262144,samples/cleanfiles/defaultlocationcpl.dll,1
sample2429,4528,28,320,45504,113,4096,6,9,4,6,13000,262144,samples/cleanfiles/fdeploy.dll,1
sample243,5568,28,320,256896,402,4096,6,9,4,6,215376,262144,samples/cleanfiles/cmdial32.dll,1
sample2430,5376,28,320,1084176,5713,4096,6,9,4,6,1280,262144,samples/cleanfiles/WsmSvc.dll,1
sample2431,4704,28,33088,0,0,4096,6,9,4,6,3008,262144,samples/cleanfiles/cmmon32.exe,1
sample2432,220472,56,448,45852,256,4096,6,9,4,6,1088,262144,samples/cleanfiles/bcryptprimitives.dll,1
sample2433,4528,28,320,29648,178,4096,6,9,5,6,1072,262144,samples/cleanfiles/PrintIsolationProxy.dll,1
sample2434,4384,28,320,13648,172,4096,6,9,4,6,130128,262144,samples/cleanfiles/icsigd.dll,1
sample2435,4128,28,320,97168,2345,159744,6,11,5,6,2024,262144,samples/cleanfiles/IEAdvpack.dll,1
sample2436,4528,28,320,3323232,354,3334984,6,10,5,6,1280,262144,samples/cleanfiles/d2d1.dll,1
sample2437,6976,28,1344,6896,80,0,6,9,3,6,1040,262144,samples/cleanfiles/KBDBHC.DLL,1
sample2438,5760,28,320,253856,70770,4096,6,9,4,6,1032,262144,samples/cleanfiles/spwizeng.dll,1
sample2439,4688,28,33088,0,0,4096,6,9,4,6,4504,262144,samples/cleanfiles/dialer.exe,1
sample244,465144,56,320,34648,274,4096,6,9,4,6,9992,262144,samples/cleanfiles/win32spl.dll,1
sample2440,0,0,1344,0,0,0,6,9,1,6,685264,262144,samples/cleanfiles/adtschema.dll,1
sample2441,44844,56,320,40900,353,4096,6,9,4,6,1096,262144,samples/cleanfiles/xolehlp.dll,1
sample2442,80760,56,320,6092,126,4096,6,9,4,6,67920,262144,samples/cleanfiles/SmartcardCredentialProvider.dll,1
sample2443,4432,28,320,22544,129,4096,6,9,4,6,99848,262144,samples/cleanfiles/certCredProvider.dll,1
sample2444,813668,56,320,371972,160,4096,6,9,5,6,1064,262144,samples/cleanfiles/sbe.dll,1
sample2445,93380,56,320,16612,534,4096,6,9,4,6,15720,262144,samples/cleanfiles/loadperf.dll,1
sample2446,4528,28,320,40176,109,4096,6,9,4,6,1032,262144,samples/cleanfiles/luainstall.dll,1
sample2447,4160,28,320,39968,88,45448,6,10,5,6,1040,262144,samples/cleanfiles/VSD3DRefDebug.dll,1
sample2448,0,0,1344,0,0,0,6,9,1,6,1702320,262144,samples/cleanfiles/NlsLexicons004b.dll,1
sample2449,4528,28,320,4475008,79,4096,6,9,4,6,1088,262144,samples/cleanfiles/NlsData0010.dll,1
sample245,489712,56,320,5296,8672,4096,6,9,5,6,468792,262144,samples/cleanfiles/propsys.dll,1
sample2450,4096,28,1344,4256,259,0,6,9,2,6,1000,262144,samples/cleanfiles/api-ms-win-service-management-l1-1-0.dll,1
sample2451,4096,28,1344,0,0,0,10,12,2,6,1024,1048576,samples/cleanfiles/msvcp110_clr0400.dll,1
sample2452,222184,56,33088,0,0,4096,6,9,4,6,19104,262144,samples/cleanfiles/services.exe,1
sample2453,0,0,1344,0,0,0,6,9,1,6,5653944,262144,samples/cleanfiles/NlsLexicons000f.dll,1
sample2454,4736,28,320,69616,107,4096,6,9,4,6,1016,262144,samples/cleanfiles/pnpsetup.dll,1
sample2455,92840,56,33088,0,0,4096,6,9,7,6,2088,262144,samples/cleanfiles/audiodg.exe,1
sample2456,234412,56,320,8260,2773,4096,6,9,4,6,4296,262144,samples/cleanfiles/uxtheme.dll,1
sample2457,4188,56,1344,4096,90,0,6,9,2,6,1016,262144,samples/cleanfiles/rnr20.dll,1
sample2458,81476,56,320,7284,4234,4096,6,9,4,6,2144,262144,samples/cleanfiles/msoert2.dll,1
sample2459,4496,28,33088,0,0,4096,6,9,4,6,2048,262144,samples/cleanfiles/chglogon.exe,1
sample246,5216,28,33088,0,0,4096,6,9,4,6,349680,262144,samples/cleanfiles/shrpubw.exe,1
sample2460,1098120,56,320,8568,188,4096,6,9,4,6,195976,262144,samples/cleanfiles/msxml6.dll,1
sample2461,0,0,1344,0,0,0,6,9,1,6,15664,262144,samples/cleanfiles/iscsilog.dll,1
sample2462,4528,28,320,4475024,79,4096,6,9,4,6,1088,262144,samples/cleanfiles/NlsData0414.dll,1
sample2463,4464,28,320,17536,210,4096,6,9,4,6,1336,262144,samples/cleanfiles/pcwutl.dll,1
sample2464,4688,28,320,172896,317,4096,6,9,4,6,17216,262144,samples/cleanfiles/mfreadwrite.dll,1
sample2465,5072,28,320,290144,175,4096,6,9,4,6,9664,262144,samples/cleanfiles/SyncInfrastructure.dll,1
sample2466,85516,56,320,17660,1450,4096,6,9,4,6,1080,262144,samples/cleanfiles/dxva2.dll,1
sample2467,230540,56,320,23876,220,4096,6,9,4,6,176576,262144,samples/cleanfiles/filemgmt.dll,1
sample2468,4096,28,1344,4192,167,0,6,10,2,6,1016,262144,samples/cleanfiles/api-ms-win-downlevel-normaliz-l1-1-0.dll,1
sample2469,167916,56,320,4664,1115,4096,6,9,4,6,1264,262144,samples/cleanfiles/activeds.dll,1
sample247,4720,28,320,98528,52,4096,6,9,4,6,4736,262144,samples/cleanfiles/NAPHLPR.DLL,1
sample2470,4400,28,320,14528,255,4096,6,9,4,6,1312,262144,samples/cleanfiles/serialui.dll,1
sample2471,49808,56,320,5012,2806,4096,6,9,4,6,1296,262144,samples/cleanfiles/iscsidsc.dll,1
sample2472,4144,28,33088,0,0,463520,6,10,5,6,34416,262144,samples/cleanfiles/dxcpl.exe,1
sample2473,0,0,1344,0,0,0,6,9,1,6,6584896,262144,samples/cleanfiles/NlsLexicons001b.dll,1
sample2474,28952,56,320,12500,194,4096,6,9,4,6,1304,262144,samples/cleanfiles/gpscript.dll,1
sample2475,8404,56,320,6656,1224,4096,6,9,4,6,1312,262144,samples/cleanfiles/nddeapi.dll,1
sample2476,117680,56,320,110600,2343,4096,6,9,4,6,2032,262144,samples/cleanfiles/advpack.dll,1
sample2477,4496,28,320,53856,233,4096,6,9,4,6,8360,262144,samples/cleanfiles/CertPolEng.dll,1
sample2478,5184,28,320,158672,165,4096,6,9,4,6,250712,262144,samples/cleanfiles/wiadefui.dll,1
sample2479,4560,28,320,2230864,79,4096,6,9,4,6,2616,262144,samples/cleanfiles/NlsData0007.dll,1
sample248,7264,28,1344,7184,79,0,6,9,3,6,1016,262144,samples/cleanfiles/KBDFI.DLL,1
sample2480,4528,28,320,1957792,79,4096,6,9,4,6,1088,262144,samples/cleanfiles/NlsData0026.dll,1
sample2481,4848,28,320,97904,168,4096,6,9,4,6,26728,262144,samples/cleanfiles/rdpcorekmts.dll,1
sample2482,132648,56,320,13388,462,4096,6,9,4,6,9024,262144,samples/cleanfiles/tcpmon.dll,1
sample2483,4368,28,320,13456,106,4096,6,9,4,6,33136,262144,samples/cleanfiles/deskadp.dll,1
sample2484,243340,56,320,9988,935,4096,6,9,4,6,30408,262144,samples/cleanfiles/w32time.dll,1
sample2485,4528,28,320,1957792,79,4096,6,9,4,6,1088,262144,samples/cleanfiles/NlsData0c1a.dll,1
sample2486,4560,28,320,110384,57,4096,6,9,4,6,1008,262144,samples/cleanfiles/prncache.dll,1
sample2487,5040,28,320,195104,323,4096,6,9,4,6,1840,262144,samples/cleanfiles/msoeacct.dll,1
sample2488,4400,28,33088,0,0,4096,6,9,4,6,70256,262144,samples/cleanfiles/mobsync.exe,1
sample2489,4720,28,320,55008,405,4096,6,9,4,6,2144,262144,samples/cleanfiles/Storprop.dll,1
sample249,4288,28,320,19072,191,4096,6,9,5,6,1024,262144,samples/cleanfiles/lsmproxy.dll,1
sample2490,5072,28,320,214208,187,4096,6,9,4,6,256376,262144,samples/cleanfiles/IasMigPlugin.dll,1
sample2491,4752,28,320,82368,29231,4096,6,9,4,6,1032,262144,samples/cleanfiles/uxlib.dll,1
sample2492,0,0,1344,0,0,0,6,9,1,6,2465920,262144,samples/cleanfiles/NlsLexicons0011.dll,1
sample2493,4464,28,33088,0,0,4096,6,9,4,6,2040,262144,samples/cleanfiles/rwinsta.exe,1
sample2494,4624,28,320,29968,162,4096,6,9,5,6,5112,262144,samples/cleanfiles/uicom.dll,1
sample2495,4320,28,33088,0,0,4096,6,9,4,6,91056,262144,samples/cleanfiles/BitLockerWizardElev.exe,1
sample2496,45068,56,320,9780,723,4096,6,9,4,6,1040,262144,samples/cleanfiles/wkscli.dll,1
sample2497,4656,28,320,64928,213,4096,6,9,4,6,2384,262144,samples/cleanfiles/EAPQEC.DLL,1
sample2498,4784,28,33088,0,0,4096,6,9,4,6,5376,262144,samples/cleanfiles/BdeUISrv.exe,1
sample2499,4256,28,320,8752,159,4096,6,9,4,6,1096,262144,samples/cleanfiles/tapiperf.dll,1
sample25,4688,28,320,365856,987,4096,1,9,4,6,1072,262144,samples/cleanfiles/wlansec.dll,1
sample250,80680,56,33088,0,0,4096,6,9,4,6,1784,262144,samples/cleanfiles/SearchFilterHost.exe,1
sample2500,8368,28,320,25568,131,8192,6,9,5,6,1224,262144,samples/cleanfiles/dmintf.dll,1
sample2501,1340908,56,320,1333336,190,4096,21315,9,7,6,1800,262144,samples/cleanfiles/WMVDECOD.DLL,1
