,Unnamed: 0,DebugRVA,DebugSize,Dll,ExportRVA,ExportSize,IATRVA,ImageVersion,LinkerVersion,NumberOfSections,OSVersion,ResSize,StackReserveSize,filename,clean
111,sample202,0,0,0,0,0,0,5,7,3,4,0,1048576,samples/zippedMalware/200768f6f05130bbcabe535b81875420,0
112,sample203,0,0,0,0,0,20480,4,4,4,4,0,1048576,samples/zippedMalware/e300885c904fd7dce28670387648a023,0
113,sample204,0,0,0,0,0,16384,4,5,4,4,0,1048576,samples/zippedMalware/db1fbb477af6c9705317a220140bdd89,0
114,sample206,0,0,0,0,0,20480,5,6,4,4,0,1048576,samples/zippedMalware/1610f046226c53689715efe6186887f3,0
115,sample207,0,0,0,0,0,0,4,2,3,4,0,1048576,samples/zippedMalware/c99ccec3e34b01eaed08c5b75f16b2f2,0
116,sample208,0,0,0,0,0,16384,4,6,4,4,0,1048576,samples/zippedMalware/6cd13f7035506de1b87592d72b65fa41,0
117,sample209,0,0,0,0,0,20480,5,5,4,4,0,1048576,samples/zippedMalware/1d35e2d8d7cfd77ceac6631dd6cbbc9c,0
118,sample21,0,0,0,0,0,0,5,7,3,4,0,1048576,samples/zippedMalware/3443e1ec1d57211dda11a7f2c9fd3566,0
119,sample210,0,0,0,0,0,20480,0,4,4,4,0,1048576,samples/zippedMalware/076de0d5a5bf1a372d0eea656a1588a9,0
120,sample212,0,0,0,0,0,88872,0,2,4,4,0,1048576,samples/zippedMalware/edde5dc5-d1f2-11e6-bc1d-80e65024849a.file,0
121,sample213,0,0,0,0,0,20480,5,6,4,4,0,1048576,samples/zippedMalware/c49da4b37663240c1bec7a4e86a9abef,0
122,sample214,0,0,0,0,0,16384,4,5,4,4,0,1048576,samples/zippedMalware/687c915e45d20ddac645f8d578a9e047,0
123,sample215,0,0,0,0,0,20480,0,4,4,4,0,1048576,samples/zippedMalware/bb8197393f1c288ce0f1a75de9de6f84,0
124,sample216,0,0,0,0,0,16384,5,7,4,4,0,1048576,samples/zippedMalware/060315da83a6e37b04265c2777778a02,0
125,sample217,0,0,0,0,0,4096,1,6,3,4,150412,1048576,samples/zippedMalware/f9a878bae6f2014047272e31ddf26754,0
126,sample218,0,0,0,0,0,0,5,6,3,4,0,1048576,samples/zippedMalware/cedf21e0393a3ba66805fcb9e0d73379,0
127,sample219,0,0,0,0,0,0,5,7,3,4,0,1048576,samples/zippedMalware/fe9d855f370226248865256e4d0f8aa1,0
128,sample22,0,0,0,0,0,0,5,2,3,4,0,1048576,samples/zippedMalware/d7a433f1c4fbd7b38bebdc6f67fa5687,0
129,sample220,0,0,0,0,0,20480,5,5,4,4,0,1048576,samples/zippedMalware/ded0c627a67159dfa6b38f5c121c9d8b,0
130,sample221,0,0,0,0,0,20480,4,7,4,4,0,1048576,samples/zippedMalware/c3b57c340af006a66a66b63d7f582d84,0
131,sample222,0,0,0,0,0,0,5,0,3,4,0,1048576,samples/zippedMalware/cc7c61c987f055ab84a9aa1d69e27b63,0
132,sample223,0,0,0,0,0,88872,0,2,4,4,0,1048576,samples/zippedMalware/89e61bb8-d521-11e6-a17c-80e65024849a.file,0
133,sample224,0,0,0,0,0,20480,0,4,4,4,0,1048576,samples/zippedMalware/fdc2b7bf1071bc881a9bea7dcfbc77b9,0
134,sample225,0,0,0,0,0,20480,0,4,4,4,0,1048576,samples/zippedMalware/67daf3dab9211b215ba95fccdce7c1c7,0
135,sample226,0,0,0,4147576991,0,20480,4,0,4,4,0,1048576,samples/zippedMalware/9ddc0508e2873db8eb5958b4c04ee7e3,0
136,sample227,0,0,0,0,0,0,5,6,3,4,0,1048576,samples/zippedMalware/7cb9c0da84cdb9d0b50bbce4255bc21d,0
137,sample228,0,0,0,0,0,0,0,7,3,4,0,1048576,samples/zippedMalware/f1c0bf2a7d883911bfb14e502600c1f1,0
138,sample229,0,0,0,0,0,0,5,2,3,4,0,1048576,samples/zippedMalware/16afc734547565241b8c2dce53aebd32,0
139,sample23,0,0,33024,0,0,12288,0,10,4,5,195128,1048576,samples/zippedMalware/feae2930-cf3a-11e6-8bd6-80e65024849a.file,0
140,sample230,0,0,0,0,0,0,5,2,3,4,0,1048576,samples/zippedMalware/3d9ea5f8e1b42c899b473f8d4d44bd61,0
141,sample231,0,0,0,0,0,0,5,5,3,4,0,1048576,samples/zippedMalware/1c2e9c62e2ad82180c86ad32d0b556e9,0
142,sample232,0,0,0,0,0,0,4,7,3,4,0,1048576,samples/zippedMalware/effc4d22a066fcea919f392112762e14,0
143,sample233,0,0,0,0,0,0,4,5,3,4,0,1048576,samples/zippedMalware/12c0858b926d37e52b9794c4a7781faa,0
144,sample234,0,0,0,0,0,20480,0,6,4,4,0,1048576,samples/zippedMalware/94f435d223ea469d3a70cfee23797cb9,0
145,sample235,0,0,0,0,0,49152,0,6,5,4,57288,1048576,samples/zippedMalware/4662a802-cf3b-11e6-ac42-80e65024849a.file,0
146,sample236,0,0,0,0,0,0,5,7,3,4,0,1048576,samples/zippedMalware/ca86313ac11c088327dd0ff08e9107ad,0
147,sample237,0,0,0,0,0,20480,5,0,4,4,0,1048576,samples/zippedMalware/30d33823533326254b6834727408d434,0
148,sample238,0,0,0,0,0,16384,5,7,4,4,0,1048576,samples/zippedMalware/96d9bd1457b43afdf74ea8a292e2055b,0
149,sample239,0,0,0,0,0,16384,5,7,4,4,0,1048576,samples/zippedMalware/3219b023563602cc4557309ab656c825,0
150,sample24,0,0,0,0,0,20480,4,4,4,4,0,1048576,samples/zippedMalware/d1a55476c1a1786f5787421e47e6fe46,0
151,sample240,0,0,0,0,0,0,5,0,3,4,0,1048576,samples/zippedMalware/9a9f93c4d2578a7be360bdd9b3670819,0
152,sample241,0,0,0,0,0,0,5,4,3,4,0,1048576,samples/zippedMalware/5d8cfc6bdf137c263a799518c172a542,0
153,sample242,0,0,0,0,0,0,5,6,3,4,0,1048576,samples/zippedMalware/e9213e79bd11207ed6a074c037209206,0
154,sample243,0,0,0,0,0,0,0,5,3,4,0,1048576,samples/zippedMalware/25be0557ff7085c2696024c14dc703a2,0
155,sample244,0,0,0,0,0,20480,0,6,4,4,0,1048576,samples/zippedMalware/e6dce5864be64332b7197d282bb953f2,0
156,sample245,0,0,0,0,0,0,4,2,3,4,0,1048576,samples/zippedMalware/25dba348b1f07dceaa5b55955d031d19,0
157,sample246,345888,28,0,0,0,344064,0,7,4,4,877720,1048576,samples/zippedMalware/dcf0853d-d84b-11e6-9629-80e65024849a.file,0
158,sample247,0,0,0,0,0,0,5,2,3,4,0,1048576,samples/zippedMalware/ae469bed30c28f74ae4a7f699bd832fc,0
159,sample248,0,0,0,0,0,20480,5,6,4,4,0,1048576,samples/zippedMalware/6a974b5ec9d400e3d5939a7fbf873185,0
160,sample249,345888,28,0,0,0,344064,0,7,4,4,877720,1048576,samples/zippedMalware/f0d24d54-db13-11e6-bba6-80e65024849a.file,0
161,sample25,0,0,0,0,0,0,4,2,3,4,0,1048576,samples/zippedMalware/c934979075a448416282fb0493f7f49d,0
162,sample250,0,0,33024,0,0,12288,0,10,4,5,195128,1048576,samples/zippedMalware/e08c7f14-dcda-11e6-a775-80e65024849a.file,0
163,sample251,0,0,0,0,0,20480,4,7,4,4,0,1048576,samples/zippedMalware/880bb6bcc9e36bb6539d26aa70dec14f,0
164,sample252,0,0,0,4147576991,0,20480,4,0,4,4,0,1048576,samples/zippedMalware/644e0858ce1985b0b2c29af5188c6a4e,0
165,sample253,0,0,0,0,0,0,4,0,3,4,0,1048576,samples/zippedMalware/74fd003170c340d217435455e77209d2,0
166,sample254,0,0,0,0,0,20480,5,0,4,4,0,1048576,samples/zippedMalware/6aa11563e7b16c6b016182ba28b720ec,0
167,sample255,0,0,0,0,0,0,5,5,3,4,0,1048576,samples/zippedMalware/9d3d3701d8ad34066fb9834a5e3705da,0
168,sample256,0,0,0,0,0,0,5,7,3,4,0,1048576,samples/zippedMalware/e43e8650f54d8a268afe35c7d5b63234,0
169,sample257,0,0,0,0,0,20480,5,5,4,4,0,1048576,samples/zippedMalware/6ac26e87d1167671bfb74c404058c74f,0
170,sample258,0,0,0,0,0,0,4,0,3,4,0,1048576,samples/zippedMalware/7b58d08aa58784af13f9874cf5e8155e,0
171,sample259,0,0,0,0,0,20480,5,2,4,4,0,1048576,samples/zippedMalware/f79f36d4fc9f975f1941bc722de90bb7,0
172,sample260,0,0,0,0,0,0,4,6,3,4,0,1048576,samples/zippedMalware/4a429ceb1533e8af80a831ced3ca457f,0
173,sample261,0,0,0,0,0,0,4,7,3,4,0,1048576,samples/zippedMalware/e7a311c6f3996448760ec5b3b1285a56,0
174,sample262,0,0,0,0,0,0,5,7,3,4,0,1048576,samples/zippedMalware/34515dff42dbeca62c7ddad00a879785,0
175,sample263,0,0,0,0,0,20480,4,7,4,4,0,1048576,samples/zippedMalware/dd8a4c85cae6728228924532bc49304a,0
176,sample264,0,0,0,0,0,28672,0,6,4,4,19144,1048576,samples/zippedMalware/6c73d39433323b436948a361f29c8340,0
177,sample265,0,0,0,0,0,20480,0,4,4,4,0,1048576,samples/zippedMalware/d1e8f4fa991b337e37221ff3c72838b3,0
178,sample266,0,0,0,0,0,0,0,5,3,4,0,1048576,samples/zippedMalware/b8e931159b4861935b46213bd742dd28,0
179,sample267,0,0,0,0,0,0,5,7,3,4,0,1048576,samples/zippedMalware/515129deae053d9a1d84a207b04b99b7,0
180,sample268,0,0,0,0,0,0,0,2,3,4,0,1048576,samples/zippedMalware/b1cb339ff1d3fbd3232bfbe4579c2665,0
181,sample269,0,0,33216,0,0,0,6,9,3,4,21708,262144,samples/zippedMalware/e6204ab5-d84b-11e6-b428-80e65024849a.file,0
182,sample27,0,0,0,0,0,20480,0,4,4,4,0,1048576,samples/zippedMalware/2c5c9c6070dec416cb71d6b3c001b8f0,0
183,sample270,0,0,0,0,0,0,5,6,3,4,0,1048576,samples/zippedMalware/5bb012e9693dd611de8b0cd1f7ac66a8,0
184,sample271,0,0,0,0,0,0,0,4,3,4,0,1048576,samples/zippedMalware/d12cb9613cd8dafad1ca75d5f93d5fec,0
185,sample272,0,0,0,0,0,0,4,5,3,4,0,1048576,samples/zippedMalware/b9405183b603a9e4e01c54ff3cccfc32,0
186,sample273,0,0,0,0,0,20480,5,2,4,4,0,1048576,samples/zippedMalware/6cbefdb4fd7d916a925000dac2708b72,0
187,sample274,0,0,0,0,0,20480,5,7,4,4,0,1048576,samples/zippedMalware/f4ae7a366237285c388921d107c56052,0
188,sample275,0,0,0,0,0,20480,4,0,4,4,0,1048576,samples/zippedMalware/15c2b893a388a2808443e1ef3a390d1b,0
189,sample276,0,0,0,0,0,20480,0,7,4,4,0,1048576,samples/zippedMalware/e15be96a41281a30a1f1b8924c48103d,0
190,sample277,0,0,0,0,0,0,5,2,3,4,0,1048576,samples/zippedMalware/46caaa908bf7d542303b872f65eac4c1,0
191,sample278,0,0,0,0,0,0,5,7,3,4,0,1048576,samples/zippedMalware/a5c9b7dbaced6edcaef9c9ee75305dd9,0
192,sample279,0,0,0,0,0,20480,4,7,4,4,0,1048576,samples/zippedMalware/fe8cf66a50e16c4484d804d4d115f5eb,0
193,sample28,0,0,0,0,0,0,4,5,3,4,0,1048576,samples/zippedMalware/95470cc9ff2861c5455546444857de6e,0
194,sample281,0,0,0,0,0,0,4,0,3,4,0,1048576,samples/zippedMalware/a184507194df280881f8357c53ec2286,0
195,sample282,345888,28,0,0,0,344064,0,7,4,4,877720,1048576,samples/zippedMalware/f8506459-d262-11e6-8ba3-80e65024849a.file,0
196,sample283,0,0,0,0,0,0,5,7,3,4,0,1048576,samples/zippedMalware/0cdebf9a9e4cee3dacdc96f8beeecee6,0
197,sample284,0,0,0,0,0,0,4,0,3,4,0,1048576,samples/zippedMalware/46778356f96cb96716be8bed638f0c27,0
198,sample285,0,0,0,0,0,0,5,2,3,4,0,1048576,samples/zippedMalware/e00ad72976d1d3b06f485516eac14a5b,0
199,sample286,0,0,0,0,0,0,5,7,3,4,0,1048576,samples/zippedMalware/7a35f7960be775cb3032f2c5931461d2,0
200,sample288,0,0,0,0,0,20480,4,7,4,4,0,1048576,samples/zippedMalware/f886b641aaf424a4ce69c69a14ead9a9,0
201,sample289,0,0,0,0,0,0,5,7,3,4,0,1048576,samples/zippedMalware/3f497a33bb68139c3b8cf8cbf0d680c0,0
202,sample29,0,0,0,0,0,0,5,7,3,4,0,1048576,samples/zippedMalware/737d1a3a21adb4b50ecf7f16a8146c48,0
203,sample290,0,0,0,0,0,0,4,7,3,4,0,1048576,samples/zippedMalware/882415e641a7eab77bbf76e0f467773e,0
204,sample291,0,0,0,0,0,16384,5,4,4,4,0,1048576,samples/zippedMalware/96c0070dec4f990ae00aa32c0145fb36,0
205,sample292,0,0,0,0,0,0,5,5,3,4,0,1048576,samples/zippedMalware/2deac78f979789adf20306a1d7171aaa,0
206,sample293,0,0,0,0,0,0,4,0,3,4,0,1048576,samples/zippedMalware/3847271dcfa2284f623e139dd3a99a33,0
207,sample294,0,0,0,0,0,20480,0,5,4,4,0,1048576,samples/zippedMalware/be2ba17405ada2f43969d114f4ac445c,0
208,sample295,0,0,0,0,0,0,4,5,3,4,0,1048576,samples/zippedMalware/59105ddd73540e2a8b862a4d349a9767,0
209,sample296,0,0,0,0,0,0,5,7,3,4,0,1048576,samples/zippedMalware/02ab57fdc12528679ee75734cf1be1ad,0
210,sample297,0,0,0,0,0,28672,0,6,4,4,19144,1048576,samples/zippedMalware/976ba6a95ee9bf23f6cff18b94d08aad,0
211,sample298,0,0,0,0,0,20480,0,6,4,4,0,1048576,samples/zippedMalware/1e0634a2309c00b0cafcf2362ebcb224,0
212,sample299,0,0,0,0,0,0,5,7,3,4,0,1048576,samples/zippedMalware/6e367064357a7cf4e1a3535fc9be7360,0
213,sample3,0,0,0,0,0,0,5,7,3,4,0,1048576,samples/zippedMalware/7829a0351c7f1f00a53494e480e7c1ef,0
214,sample30,0,0,0,0,0,0,4,7,3,4,0,1048576,samples/zippedMalware/9aa4f0d2720dec28bf658bec0bb605cd,0
215,sample301,0,0,0,0,0,0,4,7,3,4,0,1048576,samples/zippedMalware/106fe89e0cda0a2114b32b4f4232b3c3,0
216,sample302,0,0,0,0,0,20480,4,7,4,4,0,1048576,samples/zippedMalware/c602e26824614adaae6b019d14d43c6a,0
217,sample303,0,0,0,0,0,20480,5,6,4,4,0,1048576,samples/zippedMalware/f021ad6f27029c1ae0913ccc132dff15,0
218,sample304,0,0,0,0,0,0,4,0,3,4,0,1048576,samples/zippedMalware/cc08b64081d669d0c99d4ad670cb24b2,0
219,sample305,0,0,0,0,0,0,5,2,3,4,0,1048576,samples/zippedMalware/cbf0cce004d0e64397992d8eea513bc1,0
220,sample307,345888,28,0,0,0,344064,0,7,4,4,877720,1048576,samples/zippedMalware/e9f1136b-dcda-11e6-a6b0-80e65024849a.file,0
221,sample308,0,0,0,0,0,20480,0,7,4,4,0,1048576,samples/zippedMalware/21102ff7b220c13acbcbf830d9790392,0
222,sample309,0,0,0,0,0,0,5,2,3,4,0,1048576,samples/zippedMalware/f547880299036fe1fec5e754a5088c59,0
223,sample31,0,0,0,0,0,0,4,0,3,4,0,1048576,samples/zippedMalware/c801591301c0715fb96dc8ef708a1e8a,0
224,sample310,0,0,0,0,0,0,4,6,3,4,0,1048576,samples/zippedMalware/3961ade959125b0e3c864c346f433290,0
225,sample311,0,0,0,0,0,20480,5,7,4,4,0,1048576,samples/zippedMalware/2c5aaeef9016496662fa91e14c70eb6d,0
226,sample312,0,0,0,0,0,0,4,0,3,4,0,1048576,samples/zippedMalware/b162c2ac601e36837bfc3dceff5708aa,0
227,sample313,0,0,0,0,0,20480,4,7,4,4,0,1048576,samples/zippedMalware/02b06e2622736c90833053edb8c304ee,0
228,sample314,0,0,0,0,0,20480,0,7,4,4,0,1048576,samples/zippedMalware/e2df92ebbc87d2d080de699f0842a402,0
229,sample315,0,0,0,0,0,20480,4,7,4,4,0,1048576,samples/zippedMalware/6737574c9695053cd6795dcac95e10db,0
230,sample316,0,0,0,0,0,0,0,6,3,4,0,1048576,samples/zippedMalware/31fd3f3e54ca9c5c6fce153db1c375bb,0
231,sample317,0,0,0,0,0,0,5,5,3,4,0,1048576,samples/zippedMalware/8f019a41921370b540e7e87f27f80a5f,0
232,sample318,0,0,0,0,0,20480,5,7,4,4,0,1048576,samples/zippedMalware/d01320b8eec19148a1b78ccc450e9010,0
233,sample319,0,0,0,0,0,0,5,6,3,4,0,1048576,samples/zippedMalware/f7f5b5bc3c6ed253a19384557bd97f90,0
234,sample32,0,0,0,0,0,20480,5,7,4,4,0,1048576,samples/zippedMalware/c8df404d4814bfb76a4cd74272010ae3,0
235,sample320,0,0,0,0,0,0,0,6,3,4,0,1048576,samples/zippedMalware/504e88c2576d564a271d694c2014b3a5,0
236,sample321,0,0,0,0,0,0,5,7,3,4,0,1048576,samples/zippedMalware/4530167b9aaf54aa3a045ffee5fef5f5,0
237,sample322,0,0,0,0,0,0,0,6,3,4,0,1048576,samples/zippedMalware/85dd7f226b0b2566ca0cb635b6998afa,0
238,sample323,0,0,0,0,0,20480,4,2,4,4,0,1048576,samples/zippedMalware/30950e30cc3436edf4dde52857eb4cb2,0
239,sample324,0,0,0,0,0,20480,4,7,4,4,0,1048576,samples/zippedMalware/14dfbb8732c64c1364ebb332b5f25d72,0
240,sample325,0,0,0,0,0,0,0,2,3,4,0,1048576,samples/zippedMalware/33b7fbd6cd7cb98693813c40ee57581b,0
241,sample326,0,0,0,0,0,0,0,5,3,4,0,1048576,samples/zippedMalware/4cdf1c78a4d8c45765854b2360922f78,0
242,sample327,0,0,0,0,0,0,5,7,3,4,0,1048576,samples/zippedMalware/2710dbce04ded2eb1c1408491db83bcb,0
243,sample328,0,0,0,0,0,0,5,4,3,4,0,1048576,samples/zippedMalware/5294ed60bf943b6d07191a34cc6e9035,0
244,sample329,0,0,33216,0,0,0,6,9,3,4,21708,262144,samples/zippedMalware/d7ccd4b3-db13-11e6-aaf8-80e65024849a.file,0
245,sample33,0,0,0,0,0,20480,5,5,4,4,0,1048576,samples/zippedMalware/79adbf03369057cd34d34f0487da3efa,0
246,sample330,0,0,0,0,0,20480,5,2,4,4,0,1048576,samples/zippedMalware/c1273f48a91be6cc2de93a6f72ff11f5,0
247,sample331,53248,28,320,0,0,49820,0,14,8,6,180948,1048576,samples/zippedMalware/e46bbb38-d84b-11e6-9541-80e65024849a.file,0
248,sample332,0,0,0,0,0,0,4,0,3,4,0,1048576,samples/zippedMalware/b6d00a3c4e5f49892005383b839d4a56,0
249,sample334,345888,28,0,0,0,344064,0,7,4,4,877720,1048576,samples/zippedMalware/e72f31d9-e60e-11e6-9ba9-80e65024849a.file,0
250,sample335,0,0,0,0,0,20480,4,6,4,4,0,1048576,samples/zippedMalware/b5be8c2261e98d0b8e1744751e4ad09f,0
251,sample336,0,0,0,0,0,20480,5,7,4,4,0,1048576,samples/zippedMalware/063b1f8eda0662167559f58337c61d03,0
252,sample337,0,0,0,0,0,0,5,2,3,4,0,1048576,samples/zippedMalware/d138eab01f7dca8b3f30d6bdcc471c4e,0
253,sample338,0,0,0,0,0,20480,4,4,4,4,0,1048576,samples/zippedMalware/1853d667ed6de05abd0c6af4e6871ac5,0
254,sample339,0,0,0,0,0,0,5,7,3,4,0,1048576,samples/zippedMalware/7363b90849cca1457e8e252768f2f0d2,0
255,sample34,0,0,0,0,0,0,4,7,3,4,0,1048576,samples/zippedMalware/37d05ec59b614d81c6ca43fab06ec62a,0
256,sample340,0,0,0,0,0,0,5,7,3,4,0,1048576,samples/zippedMalware/a91654f23d47b34eb2d76216387b3f44,0
257,sample341,0,0,0,0,0,0,4,2,3,4,0,1048576,samples/zippedMalware/346c31d2b7322125a5112a00beff0032,0
258,sample342,0,0,0,0,0,0,5,6,3,4,0,1048576,samples/zippedMalware/f8150cc71c618b7f4db84a2275bbd7ee,0
259,sample343,0,0,0,0,0,0,5,2,3,4,0,1048576,samples/zippedMalware/b7ce02c44a222baebd3775f424a0e1ec,0
260,sample344,0,0,0,0,0,0,5,2,3,4,0,1048576,samples/zippedMalware/54a13fd685ae7d4e281ba1756d36c1d7,0
261,sample345,345888,28,0,0,0,344064,0,7,4,4,877720,1048576,samples/zippedMalware/e160e5eb-dcda-11e6-a371-80e65024849a.file,0
262,sample346,0,0,0,0,0,20480,5,7,4,4,0,1048576,samples/zippedMalware/698273e9397e754ef4646f5e487305a1,0
263,sample347,0,0,0,0,0,0,4,4,3,4,0,1048576,samples/zippedMalware/409ef2288553bdc6fed4c7bf6ca726cf,0
264,sample348,0,0,0,0,0,0,5,7,3,4,0,1048576,samples/zippedMalware/386a031540c2bac13e9cef0af583a481,0
265,sample349,329456,28,0,0,0,327680,0,7,4,4,879944,1048576,samples/zippedMalware/c02cff8f-e60e-11e6-ba23-80e65024849a.file,0
266,sample35,0,0,0,0,0,0,4,5,3,4,0,1048576,samples/zippedMalware/f8af4631010120ada7c8e29ca2657ce0,0
267,sample350,345888,28,0,0,0,344064,0,7,4,4,877720,1048576,samples/zippedMalware/ef902c9e-e60e-11e6-8fba-80e65024849a.file,0
268,sample351,0,0,0,0,0,0,5,7,3,4,0,1048576,samples/zippedMalware/41563c0bb924075396afba8201ee6961,0
269,sample352,0,0,0,0,0,20480,4,0,4,4,0,1048576,samples/zippedMalware/d09e4151f4aa754789f4ab1e2d5d3297,0
270,sample353,0,0,0,0,0,0,5,6,3,4,0,1048576,samples/zippedMalware/3862324588ab63a2a9534cf872ed5797,0
271,sample354,0,0,0,0,0,20480,5,7,4,4,0,1048576,samples/zippedMalware/91a37f7d13717ca39dd92eac81931ff9,0
272,sample355,0,0,0,0,0,20480,0,7,4,4,0,1048576,samples/zippedMalware/a3e14a0aa6f80d6307aba0d85791f6db,0
273,sample356,0,0,0,0,0,0,4,7,3,4,0,1048576,samples/zippedMalware/cf3f07c1a608dfb65addf39bde1d5099,0
274,sample357,0,0,33024,0,0,12288,0,10,4,5,195128,1048576,samples/zippedMalware/e6935651-e60e-11e6-a846-80e65024849a.file,0
275,sample358,0,0,0,0,0,0,5,7,3,4,0,1048576,samples/zippedMalware/349c37c274bf342c5996d81ea139f09f,0
276,sample359,53248,28,320,0,0,49820,0,14,8,6,180948,1048576,samples/zippedMalware/ee41786e-d1f2-11e6-8599-80e65024849a.file,0
277,sample36,333552,28,0,0,0,331776,0,7,4,4,627336,1048576,samples/zippedMalware/e56e1fb0-dcda-11e6-b8c8-80e65024849a.file,0
278,sample360,0,0,0,0,0,20480,0,7,4,4,0,1048576,samples/zippedMalware/2cf049497bfe5c2384592c58b3ac0136,0
279,sample361,0,0,0,0,0,0,4,4,3,4,0,1048576,samples/zippedMalware/8b3b39d857745173d2f44d850001ebbc,0
280,sample362,0,0,0,0,0,20480,5,7,4,4,0,1048576,samples/zippedMalware/e99f474a4ee9ac39f9bebd6c2d0b58e0,0
281,sample363,0,0,0,0,0,0,5,6,3,4,0,1048576,samples/zippedMalware/26cd8b7a25a015585ca5f08edf28f8b0,0
282,sample364,0,0,0,0,0,0,5,2,3,4,0,1048576,samples/zippedMalware/7e58a7d2e2f109d4612ddad6a83b501d,0
283,sample365,0,0,0,0,0,20480,5,7,4,4,0,1048576,samples/zippedMalware/cd491d8faaad0924c97a132910ffd89c,0
